"","Report.Date.x","MacroPlot.Name","Sample.Event.Date","Tape","Transect","Point","Order","Species","Height","Status","Comment.x","Report.Date.y","Visited","Num..Transects","Tran..Length","Num..Pts..Tran.","Offset","Collected.By","Entered.Verif..By","Comment.y"
"27","2025/10/21","FPICO1T08:08","2025/09/10",3,2,3,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"28","2025/10/21","FPICO1T08:08","2025/09/10",4,2,4,1,"PICO",1.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"29","2025/10/21","FPICO1T08:08","2025/09/10",4,2,4,2,"VAMY2",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"30","2025/10/21","FPICO1T08:08","2025/09/10",5,2,5,1,"VAMY2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"31","2025/10/21","FPICO1T08:08","2025/09/10",6,2,6,1,"PIEN",0.5,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"32","2025/10/21","FPICO1T08:08","2025/09/10",7,2,7,1,"PICO",0.2,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"33","2025/10/21","FPICO1T08:08","2025/09/10",8,2,8,1,"PIEN",0.3,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"34","2025/10/21","FPICO1T08:08","2025/09/10",9,2,9,1,"PIEN",0.2,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"35","2025/10/21","FPICO1T08:08","2025/09/10",10,2,10,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"36","2025/10/21","FPICO1T08:08","2025/09/10",11,2,11,1,"CAXX2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"37","2025/10/21","FPICO1T08:08","2025/09/10",12,2,12,1,"CAXX2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"38","2025/10/21","FPICO1T08:08","2025/09/10",13,2,13,1,"VAMY2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"39","2025/10/21","FPICO1T08:08","2025/09/10",14,2,14,1,"VAMY2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"40","2025/10/21","FPICO1T08:08","2025/09/10",15,2,15,1,"VAMY2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"41","2025/10/21","FPICO1T08:08","2025/09/10",16,2,16,1,"WOOD1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"42","2025/10/21","FPICO1T08:08","2025/09/10",17,2,17,1,"VAMY2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"43","2025/10/21","FPICO1T08:08","2025/09/10",17,2,17,2,"ROWO",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"44","2025/10/21","FPICO1T08:08","2025/09/10",18,2,18,1,"ABLA",0.35,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"45","2025/10/21","FPICO1T08:08","2025/09/10",18,2,18,2,"VAMY2",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"46","2025/10/21","FPICO1T08:08","2025/09/10",19,2,19,1,"WOOD1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"47","2025/10/21","FPICO1T08:08","2025/09/10",20,2,20,1,"VAMY2",0.15,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"48","2025/10/21","FPICO1T08:09","2025/09/10",1,1,1,1,"ROWO",0.2,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"49","2025/10/21","FPICO1T08:09","2025/09/10",1,1,1,2,"VASC",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"50","2025/10/21","FPICO1T08:09","2025/09/10",2,1,2,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"51","2025/10/21","FPICO1T08:09","2025/09/10",3,1,3,1,"CAXX2",0.2,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"52","2025/10/21","FPICO1T08:09","2025/09/10",3,1,3,2,"VAMY2",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"53","2025/10/21","FPICO1T08:09","2025/09/10",4,1,4,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"54","2025/10/21","FPICO1T08:09","2025/09/10",5,1,5,1,"ROCK1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"55","2025/10/21","FPICO1T08:09","2025/09/10",6,1,6,1,"MARE11",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"56","2025/10/21","FPICO1T08:09","2025/09/10",7,1,7,1,"VAMY2",0.2,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"57","2025/10/21","FPICO1T08:09","2025/09/10",8,1,8,1,"JUCO6",0.35,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"58","2025/10/21","FPICO1T08:09","2025/09/10",8,1,8,2,"VAMY2",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"59","2025/10/21","FPICO1T08:09","2025/09/10",9,1,9,1,"CAXX2",0.15,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"60","2025/10/21","FPICO1T08:09","2025/09/10",9,1,9,2,"VAMY2",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"61","2025/10/21","FPICO1T08:09","2025/09/10",10,1,10,1,"WOOD1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"62","2025/10/21","FPICO1T08:09","2025/09/10",11,1,11,1,"WOOD1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"63","2025/10/21","FPICO1T08:09","2025/09/10",12,1,12,1,"ROCK1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"64","2025/10/21","FPICO1T08:09","2025/09/10",13,1,13,1,"VAMY2",0.15,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"65","2025/10/21","FPICO1T08:09","2025/09/10",14,1,14,1,"VAMY2",0.15,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"66","2025/10/21","FPICO1T08:09","2025/09/10",15,1,15,1,"ROCK1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"67","2025/10/21","FPICO1T08:09","2025/09/10",16,1,16,1,"VAMY2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"68","2025/10/21","FPICO1T08:09","2025/09/10",16,1,16,2,"ORPA3",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"69","2025/10/21","FPICO1T08:09","2025/09/10",17,1,17,1,"BRINI",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"70","2025/10/21","FPICO1T08:09","2025/09/10",18,1,18,1,"PIEN",0.45,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"71","2025/10/21","FPICO1T08:09","2025/09/10",18,1,18,2,"ORPA3",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"72","2025/10/21","FPICO1T08:09","2025/09/10",18,1,18,3,"VAMY2",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"73","2025/10/21","FPICO1T08:09","2025/09/10",19,1,19,1,"VAMY2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"74","2025/10/21","FPICO1T08:09","2025/09/10",20,1,20,1,"ORPA3",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"75","2025/10/21","FPICO1T08:09","2025/09/10",20,1,20,2,"VAMY2",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"76","2025/10/21","FPICO1T08:09","2025/09/10",1,2,1,1,"ROCK1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"77","2025/10/21","FPICO1T08:09","2025/09/10",2,2,2,1,"ROCK1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"78","2025/10/21","FPICO1T08:09","2025/09/10",3,2,3,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"79","2025/10/21","FPICO1T08:09","2025/09/10",4,2,4,1,"VAMY2",0.2,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"80","2025/10/21","FPICO1T08:09","2025/09/10",5,2,5,1,"VAMY2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"81","2025/10/21","FPICO1T08:09","2025/09/10",6,2,6,1,"VAMY2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"82","2025/10/21","FPICO1T08:09","2025/09/10",7,2,7,1,"VAMY2",0.2,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"83","2025/10/21","FPICO1T08:09","2025/09/10",8,2,8,1,"VAMY2",0.15,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"84","2025/10/21","FPICO1T08:09","2025/09/10",9,2,9,1,"VAMY2",0.2,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"85","2025/10/21","FPICO1T08:09","2025/09/10",10,2,10,1,"WOOD1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"86","2025/10/21","FPICO1T08:09","2025/09/10",11,2,11,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"87","2025/10/21","FPICO1T08:09","2025/09/10",12,2,12,1,"VAMY2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"88","2025/10/21","FPICO1T08:09","2025/09/10",13,2,13,1,"VAMY2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"89","2025/10/21","FPICO1T08:09","2025/09/10",14,2,14,1,"VAMY2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"90","2025/10/21","FPICO1T08:09","2025/09/10",15,2,15,1,"VAMY2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"91","2025/10/21","FPICO1T08:09","2025/09/10",16,2,16,1,"WOOD1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"92","2025/10/21","FPICO1T08:09","2025/09/10",17,2,17,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"93","2025/10/21","FPICO1T08:09","2025/09/10",18,2,18,1,"VAMY2",0.15,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"94","2025/10/21","FPICO1T08:09","2025/09/10",19,2,19,1,"ROCK1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"95","2025/10/21","FPICO1T08:09","2025/09/10",20,2,20,1,"CAXX2",0.2,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"96","2025/10/21","FPICO1T08:10","2025/09/10",1,1,1,1,"CHANC",0.15,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"97","2025/10/21","FPICO1T08:10","2025/09/10",2,1,2,1,"CHANC",0.2,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"98","2025/10/21","FPICO1T08:10","2025/09/10",3,1,3,1,"WOOD1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"99","2025/10/21","FPICO1T08:10","2025/09/10",4,1,4,1,"WOOD1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"100","2025/10/21","FPICO1T08:10","2025/09/10",5,1,5,1,"CAXX2",0.3,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"101","2025/10/21","FPICO1T08:10","2025/09/10",6,1,6,1,"ROWO",0.35,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"102","2025/10/21","FPICO1T08:10","2025/09/10",6,1,6,2,"CAXX2",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"103","2025/10/21","FPICO1T08:10","2025/09/10",7,1,7,1,"BRINI",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"104","2025/10/21","FPICO1T08:10","2025/09/10",7,1,7,2,"RUDE",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"105","2025/10/21","FPICO1T08:10","2025/09/10",8,1,8,1,"ROCK1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"106","2025/10/21","FPICO1T08:10","2025/09/10",9,1,9,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"107","2025/10/21","FPICO1T08:10","2025/09/10",10,1,10,1,"HIAL2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"108","2025/10/21","FPICO1T08:10","2025/09/10",11,1,11,1,"CAXX2",0.2,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"109","2025/10/21","FPICO1T08:10","2025/09/10",12,1,12,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"110","2025/10/21","FPICO1T08:10","2025/09/10",13,1,13,1,"CHANC",0.2,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"111","2025/10/21","FPICO1T08:10","2025/09/10",14,1,14,1,"LITT1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"112","2025/10/21","FPICO1T08:10","2025/09/10",15,1,15,1,"ROWO",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"113","2025/10/21","FPICO1T08:10","2025/09/10",16,1,16,1,"CAXX2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"114","2025/10/21","FPICO1T08:10","2025/09/10",17,1,17,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"115","2025/10/21","FPICO1T08:10","2025/09/10",18,1,18,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"116","2025/10/21","FPICO1T08:10","2025/09/10",19,1,19,1,"GARA2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"117","2025/10/21","FPICO1T08:10","2025/09/10",20,1,20,1,"CAXX2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"118","2025/10/21","FPICO1T08:10","2025/09/10",1,2,1,1,"GARA2",0.2,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"119","2025/10/21","FPICO1T08:10","2025/09/10",2,2,2,1,"GARA2",0.3,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"120","2025/10/21","FPICO1T08:10","2025/09/10",3,2,3,1,"GARA2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"121","2025/10/21","FPICO1T08:10","2025/09/10",4,2,4,1,"GARA2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"122","2025/10/21","FPICO1T08:10","2025/09/10",5,2,5,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"123","2025/10/21","FPICO1T08:10","2025/09/10",6,2,6,1,"CAXX2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"124","2025/10/21","FPICO1T08:10","2025/09/10",7,2,7,1,"ROCK1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"125","2025/10/21","FPICO1T08:10","2025/09/10",8,2,8,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"126","2025/10/21","FPICO1T08:10","2025/09/10",9,2,9,1,"MARE11",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"127","2025/10/21","FPICO1T08:10","2025/09/10",10,2,10,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"128","2025/10/21","FPICO1T08:10","2025/09/10",11,2,11,1,"GARA2",0.15,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"129","2025/10/21","FPICO1T08:10","2025/09/10",12,2,12,1,"GARA2",0.25,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"130","2025/10/21","FPICO1T08:10","2025/09/10",13,2,13,1,"ROCK1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"131","2025/10/21","FPICO1T08:10","2025/09/10",14,2,14,1,"GARA2",0.2,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"132","2025/10/21","FPICO1T08:10","2025/09/10",15,2,15,1,"AGSC5",0.2,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"133","2025/10/21","FPICO1T08:10","2025/09/10",15,2,15,2,"HIAL2",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"134","2025/10/21","FPICO1T08:10","2025/09/10",16,2,16,1,"TRSP2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"135","2025/10/21","FPICO1T08:10","2025/09/10",16,2,16,2,"GARA2",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"136","2025/10/21","FPICO1T08:10","2025/09/10",17,2,17,1,"HIAL2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"137","2025/10/21","FPICO1T08:10","2025/09/10",18,2,18,1,"HIAL2",0.2,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"138","2025/10/21","FPICO1T08:10","2025/09/10",18,2,18,2,"CHANC",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"139","2025/10/21","FPICO1T08:10","2025/09/10",19,2,19,1,"CAXX2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"140","2025/10/21","FPICO1T08:10","2025/09/10",20,2,20,1,"BRINI",0.5,NA,"","2025/10/21","True","2","20","20","0","ARL, AGJ, CAF","ARL",""
"141","2025/10/21","FPICO1T08:11","2025/08/06",1,1,1,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"142","2025/10/21","FPICO1T08:11","2025/08/06",2,1,2,1,"ORPA3",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"143","2025/10/21","FPICO1T08:11","2025/08/06",3,1,3,1,"TAOF",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"144","2025/10/21","FPICO1T08:11","2025/08/06",4,1,4,1,"AGSC5",0.55,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"145","2025/10/21","FPICO1T08:11","2025/08/06",4,1,4,2,"ROWO",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"146","2025/10/21","FPICO1T08:11","2025/08/06",5,1,5,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"147","2025/10/21","FPICO1T08:11","2025/08/06",6,1,6,1,"AGSC5",0.5,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"148","2025/10/21","FPICO1T08:11","2025/08/06",7,1,7,1,"ORPA3",0.15,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"149","2025/10/21","FPICO1T08:11","2025/08/06",8,1,8,1,"CHANC",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"150","2025/10/21","FPICO1T08:11","2025/08/06",9,1,9,1,"CHANC",0.15,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"151","2025/10/21","FPICO1T08:11","2025/08/06",9,1,9,2,"VASC",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"152","2025/10/21","FPICO1T08:11","2025/08/06",10,1,10,1,"CHANC",0.3,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"153","2025/10/21","FPICO1T08:11","2025/08/06",10,1,10,2,"GARA2",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"154","2025/10/21","FPICO1T08:11","2025/08/06",11,1,11,1,"ORPA3",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"155","2025/10/21","FPICO1T08:11","2025/08/06",12,1,12,1,"WOOD1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"156","2025/10/21","FPICO1T08:11","2025/08/06",13,1,13,1,"WOOD1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"157","2025/10/21","FPICO1T08:11","2025/08/06",14,1,14,1,"GARA2",0.1,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"158","2025/10/21","FPICO1T08:11","2025/08/06",15,1,15,1,"WOOD1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
"159","2025/10/21","FPICO1T08:11","2025/08/06",16,1,16,1,"BARE1",NA,NA,"","2025/10/21","True","2","20","20","0","ARL, CAF, AGJ","ARL",""
